"market","dc","state","zip","congestionzone","weatherzone","load_profile","rate_code","map_value"
ERCOT,TNP,NORTH,"76433",hi,spring,sasa,,DC+ZIP
ERCOT,ONC,,"76435",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76436",,,,,DC+ZIP
ERCOT,ONC,,"76437",,,,,DC+ZIP
ERCOT,,,"76439",,,,,ZIP
ERCOT,ONC,,"76442",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76442",,,,,DC+ZIP
ERCOT,CPL,,"76443",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76443",,,,,DC+ZIP
ERCOT,ONC,,"76444",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76445",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76446",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76448",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76449",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76450",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76450",,,,,DC+ZIP
ERCOT,,,"76452",,,,,ZIP
ERCOT,ONC,,"76453",,,,,DC+ZIP
ERCOT,TNP,,"76453",,,,,DC+ZIP
ERCOT,ONC,,"76454",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76455",,,,,DC+ZIP
ERCOT,TNP,,"76457",,,,,DC+ZIP
ERCOT,ONC,,"76458",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76458",,,,,DC+ZIP
ERCOT,TNP,,"76459",,,,,DC+ZIP
ERCOT,ONC,,"76460",,,,,DC+ZIP
ERCOT,TNP,,"76460",,,,,DC+ZIP
ERCOT,,,"76461",,,,,ZIP
ERCOT,ONC,,"76462",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76463",,,,,DC+ZIP
ERCOT,CPL,,"76464",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76464",,,,,DC+ZIP
ERCOT,,,"76465",,,,,ZIP
ERCOT,ONC,,"76466",WEST,,,,DC+ZIP+CZ
ERCOT,,,"76467",,,,,ZIP
ERCOT,,,"76468",,,,,ZIP
ERCOT,CPL,,"76469",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76469",,,,,DC+ZIP
ERCOT,ONC,,"76470",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"76471",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76471",,,,,DC+ZIP
ERCOT,ONC,,"76472",,,,,DC+ZIP
ERCOT,TNP,,"76472",,,,,DC+ZIP
ERCOT,,,"76474",,,,,ZIP
ERCOT,ONC,,"76475",,,,,DC+ZIP
ERCOT,TNP,,"76475",,,,,DC+ZIP
ERCOT,TNP,,"76476",,,,,DC+ZIP
ERCOT,ONC,,"76481",,,,,DC+ZIP
ERCOT,TNP,,"76481",,,,,DC+ZIP
ERCOT,CPL,,"76483",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76483",,,,,DC+ZIP
ERCOT,ONC,,"76484",,,,,DC+ZIP
ERCOT,,,"76485",,,,,ZIP
ERCOT,ONC,,"76486",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76487",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76490",,,,,DC+ZIP
ERCOT,WTU,,"76491",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76501",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76502",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76503",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76504",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76505",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76508",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76511",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76513",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76518",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76519",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76520",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76522",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76523",,,,,ZIP
ERCOT,ONC,,"76524",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76525",,,,,ZIP
ERCOT,,,"76526",,,,,ZIP
ERCOT,ONC,,"76527",SOUTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76528",,,,,DC+ZIP
ERCOT,ONC,,"76530",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76531",,,,,DC+ZIP
ERCOT,,,"76533",,,,,ZIP
ERCOT,ONC,,"76534",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76537",SOUTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76538",,,,,DC+ZIP
ERCOT,ONC,,"76539",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76540",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76541",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76542",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76543",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76544",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76545",,,,,DC+ZIP
ERCOT,,,"76546",,,,,ZIP
ERCOT,ONC,,"76547",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76548",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76549",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76550",,,,,ZIP
ERCOT,ONC,,"76554",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76555",,,,,ZIP
ERCOT,ONC,,"76556",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76557",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76558",,,,,ZIP
ERCOT,ONC,,"76559",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76561",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76564",,,,,DC+ZIP
ERCOT,ONC,,"76565",,,,,DC+ZIP
ERCOT,TNP,,"76566",,,,,DC+ZIP
ERCOT,ONC,,"76567",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76569",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76570",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76571",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76573",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76574",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76577",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76578",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76579",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76596",,,,,DC+ZIP
ERCOT,,,"76597",,,,,ZIP
ERCOT,,,"76598",,,,,ZIP
ERCOT,,,"76599",,,,,ZIP
ERCOT,ONC,,"76621",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76622",,,,,ZIP
ERCOT,ONC,,"76623",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76624",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76626",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76627",,,,,DC+ZIP
ERCOT,ONC,,"76628",,,,,DC+ZIP
ERCOT,TNP,,"76629",,,,,DC+ZIP
ERCOT,ONC,,"76630",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76631",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76632",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76633",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76634",,,,,DC+ZIP
ERCOT,ONC,,"76635",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76636",,,,,DC+ZIP
ERCOT,TNP,,"76636",,,,,DC+ZIP
ERCOT,,,"76637",,,,,ZIP
ERCOT,ONC,,"76638",,,,,DC+ZIP
ERCOT,TNP,,"76638",,,,,DC+ZIP
ERCOT,ONC,,"76639",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76640",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76641",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76642",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76643",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76644",,,,,ZIP
ERCOT,ONC,,"76645",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76648",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76649",,,,,DC+ZIP
ERCOT,ONC,,"76650",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76651",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76652",,,,,DC+ZIP
ERCOT,,,"76653",,,,,ZIP
ERCOT,ONC,,"76654",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76655",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76656",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76657",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76657",,,,,DC+ZIP
ERCOT,ONC,,"76660",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76661",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76664",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76665",,,,,DC+ZIP
ERCOT,ONC,,"76666",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76667",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76670",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76671",,,,,DC+ZIP
ERCOT,TNP,,"76671",,,,,DC+ZIP
ERCOT,ONC,,"76673",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76675",,,,,DC+ZIP
ERCOT,ONC,,"76676",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76677",,,,,ZIP
ERCOT,ONC,,"76678",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76679",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76680",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76681",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76682",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76684",,,,,ZIP
ERCOT,ONC,,"76685",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76686",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76687",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76689",,,,,DC+ZIP
ERCOT,TNP,,"76690",,,,,DC+ZIP
ERCOT,ONC,,"76691",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76692",,,,,DC+ZIP
ERCOT,TNP,,"76692",,,,,DC+ZIP
ERCOT,ONC,,"76693",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76701",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76702",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76703",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76704",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76705",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76706",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76707",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76708",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76710",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76711",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76712",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76714",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76715",,,,,ZIP
ERCOT,,,"76716",,,,,ZIP
ERCOT,,,"76795",,,,,ZIP
ERCOT,ONC,,"76797",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76798",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76799",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76801",NORTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"76801",,,,,DC+ZIP
ERCOT,ONC,,"76802",NORTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"76803",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76804",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76820",,,,,ZIP
ERCOT,CPL,,"76821",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76821",,,,,DC+ZIP
ERCOT,ONC,,"76823",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76824",,,,,ZIP
ERCOT,ONC,,"76825",,,,,DC+ZIP
ERCOT,WTU,,"76825",,,,,DC+ZIP
ERCOT,ONC,,"76827",,,,,DC+ZIP
ERCOT,CPL,,"76828",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76828",,,,,DC+ZIP
ERCOT,,,"76831",,,,,ZIP
ERCOT,,,"76832",,,,,ZIP
ERCOT,,,"76834",,,,,ZIP
ERCOT,ONC,,"76836",,,,,DC+ZIP
ERCOT,ONC,,"76837",,,,,DC+ZIP
ERCOT,,,"76841",,,,,ZIP
ERCOT,,,"76842",,,,,ZIP
ERCOT,ONC,,"76844",,,,,DC+ZIP
ERCOT,,,"76845",,,,,ZIP
ERCOT,ONC,,"76848",,,,,DC+ZIP
ERCOT,CPL,,"76849",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"76849",,,,,DC+ZIP
ERCOT,ONC,,"76852",,,,,DC+ZIP
ERCOT,ONC,,"76853",,,,,DC+ZIP
ERCOT,ONC,,"76854",,,,,DC+ZIP
ERCOT,,,"76855",,,,,ZIP
ERCOT,ONC,,"76856",,,,,DC+ZIP
ERCOT,CPL,,"76857",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76857",,,,,DC+ZIP
ERCOT,ONC,,"76858",,,,,DC+ZIP
ERCOT,ONC,,"76859",,,,,DC+ZIP
ERCOT,CPL,,"76861",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76861",,,,,DC+ZIP
ERCOT,ONC,,"76862",,,,,DC+ZIP
ERCOT,ONC,,"76864",,,,,DC+ZIP
ERCOT,CPL,,"76865",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76865",,,,,DC+ZIP
ERCOT,CPL,,"76866",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76866",,,,,DC+ZIP
ERCOT,,,"76867",,,,,ZIP
ERCOT,,,"76869",,,,,ZIP
ERCOT,ONC,,"76870",,,,,DC+ZIP
ERCOT,ONC,,"76871",,,,,DC+ZIP
ERCOT,ONC,,"76872",,,,,DC+ZIP
ERCOT,,,"76873",,,,,ZIP
ERCOT,,,"76874",,,,,ZIP
ERCOT,CPL,,"76875",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76875",,,,,DC+ZIP
ERCOT,ONC,,"76877",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76878",,,,,DC+ZIP
ERCOT,,,"76880",,,,,ZIP
ERCOT,CPL,,"76882",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76882",,,,,DC+ZIP
ERCOT,,,"76883",,,,,ZIP
ERCOT,CPL,,"76884",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76884",,,,,DC+ZIP
ERCOT,TNP,,"76884",,,,,DC+ZIP
ERCOT,WTU,,"76884",,,,,DC+ZIP
ERCOT,,,"76885",,,,,ZIP
ERCOT,CPL,,"76886",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76886",,,,,DC+ZIP
ERCOT,ONC,,"76887",,,,,DC+ZIP
ERCOT,,,"76888",,,,,ZIP
ERCOT,ONC,,"76890",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"76901",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76901",,,,,DC+ZIP
ERCOT,CPL,,"76902",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76902",,,,,DC+ZIP
ERCOT,CPL,,"76903",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76903",,,,,DC+ZIP
ERCOT,CPL,,"76904",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76904",,,,,DC+ZIP
ERCOT,CPL,,"76905",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76905",,,,,DC+ZIP
ERCOT,CPL,,"76906",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76906",,,,,DC+ZIP
ERCOT,CPL,,"76908",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"76909",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76909",,,,,DC+ZIP
ERCOT,CPL,,"76930",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76930",,,,,DC+ZIP
ERCOT,ONC,,"76932",,,,,DC+ZIP
ERCOT,CPL,,"76933",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76933",,,,,DC+ZIP
ERCOT,ONC,,"76934",,,,,DC+ZIP
ERCOT,CPL,,"76935",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76935",,,,,DC+ZIP
ERCOT,CPL,,"76936",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76936",,,,,DC+ZIP
ERCOT,CPL,,"76937",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76937",,,,,DC+ZIP
ERCOT,CPL,,"76939",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76939",,,,,DC+ZIP
ERCOT,CPL,,"76940",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76940",,,,,DC+ZIP
ERCOT,ONC,,"76941",,,,,DC+ZIP
ERCOT,CPL,,"76943",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76943",,,,,DC+ZIP
ERCOT,CPL,,"76945",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76945",,,,,DC+ZIP
ERCOT,,,"76949",,,,,ZIP
ERCOT,CPL,,"76950",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76950",,,,,DC+ZIP
ERCOT,ONC,,"76951",,,,,DC+ZIP
ERCOT,,,"76953",,,,,ZIP
ERCOT,,,"76955",,,,,ZIP
ERCOT,CPL,,"76957",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76957",,,,,DC+ZIP
ERCOT,CPL,,"76958",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76958",,,,,DC+ZIP
ERCOT,CNP,,"77001",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77002",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77003",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77004",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77005",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77006",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77007",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77008",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77009",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77010",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77011",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77012",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77013",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77014",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77015",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77016",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77017",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77018",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77019",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77020",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77021",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77022",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77023",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77024",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77025",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77026",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77027",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77028",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77029",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77030",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77031",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77032",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77033",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77034",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77035",HOUSTON,,,,DC+ZIP+CZ
